Prénom;Sexe;Année de naissance;Occurence
HÉLOÏSE;FILLE;2004;7.0
ANNA;FILLE;2004;6.0
NINON;FILLE;2004;6.0
VALENTINE;FILLE;2004;6.0
THOMAS;GARCON;2004;45.0
ANTOINE;GARCON;2004;38.0
MATHÉO;GARCON;2004;34.0
JULIEN;GARCON;2004;18.0
ELOUAN;GARCON;2004;17.0
SACHA;GARCON;2004;15.0
SAMUEL;GARCON;2004;13.0
ESTEBAN;GARCON;2004;10.0
WILLIAM;GARCON;2004;9.0
THIBAULT;GARCON;2004;8.0
GUILLAUME;GARCON;2004;6.0
KYLLIAN;GARCON;2004;6.0
CHLOÉ;FILLE;2003;33.0
ANAÏS;FILLE;2003;30.0
MARIE;FILLE;2003;30.0
ROMANE;FILLE;2003;21.0
ALICE;FILLE;2003;17.0
AMANDINE;FILLE;2003;15.0
ILONA;FILLE;2003;12.0
JUSTINE;FILLE;2003;12.0
EMILIE;FILLE;2003;11.0
MARION;FILLE;2003;11.0
LÉNA;FILLE;2003;10.0
CLARISSE;FILLE;2003;8.0
ELOÏSE;FILLE;2003;8.0
MÉLISSA;FILLE;2003;8.0
FAUSTINE;FILLE;2003;7.0
FLAVIE;FILLE;2003;7.0
SARA;FILLE;2003;7.0
VALENTINE;FILLE;2003;7.0
ALEXIA;FILLE;2003;6.0
ANAËLLE;FILLE;2003;6.0
THOMAS;GARCON;2003;48.0
ANTOINE;GARCON;2003;33.0
BAPTISTE;GARCON;2003;30.0
RAPHAËL;GARCON;2003;16.0
KYLLIAN;GARCON;2003;13.0
BASTIEN;GARCON;2003;11.0
MATHÉO;GARCON;2003;11.0
MATTHIEU;GARCON;2003;10.0
GABRIEL;GARCON;2003;9.0
VINCENT;GARCON;2003;9.0
JONATHAN;GARCON;2003;6.0
SACHA;GARCON;2003;6.0
MARIE;FILLE;2002;31.0
OCÉANE;FILLE;2002;26.0
JEANNE;FILLE;2002;21.0
FLAVIE;FILLE;2002;19.0
MARGAUX;FILLE;2002;19.0
LÉNA;FILLE;2002;18.0
MARION;FILLE;2002;12.0
CORALIE;FILLE;2002;10.0
ELODIE;FILLE;2002;10.0
ALIX;FILLE;2002;8.0
AUDREY;FILLE;2002;6.0
LAURINE;FILLE;2002;6.0
MATHIS;GARCON;2002;42.0
THÉO;GARCON;2002;41.0
PIERRE;GARCON;2002;32.0
SIMON;GARCON;2002;32.0
NICOLAS;GARCON;2002;31.0
MAËL;GARCON;2002;30.0
MATHÉO;GARCON;2002;25.0
DYLAN;GARCON;2002;18.0
LOGAN;GARCON;2002;11.0
BRICE;GARCON;2002;8.0
MOHAMED;GARCON;2002;8.0
MALO;GARCON;2002;7.0
ROBIN;GARCON;2002;7.0
SÉBASTIEN;GARCON;2002;7.0
MARIUS;GARCON;2002;6.0
THIBAUT;GARCON;2002;6.0
EMMA;FILLE;2001;63.0
MATHILDE;FILLE;2001;49.0
PAULINE;FILLE;2001;32.0
JUSTINE;FILLE;2001;23.0
LOLA;FILLE;2001;23.0
LÉNA;FILLE;2001;14.0
CLAIRE;FILLE;2001;11.0
ELODIE;FILLE;2001;11.0
VALENTINE;FILLE;2001;11.0
APOLLINE;FILLE;2001;8.0
LUNA;FILLE;2001;7.0
VICTOIRE;FILLE;2001;6.0
MAXIME;GARCON;2001;56.0
LÉO;GARCON;2001;47.0
LOUIS;GARCON;2001;39.0
ROMAIN;GARCON;2001;39.0
ALEXIS;GARCON;2001;38.0
SIMON;GARCON;2001;36.0
FLORIAN;GARCON;2001;26.0
MAËL;GARCON;2001;22.0
KILLIAN;GARCON;2001;20.0
DORIAN;GARCON;2001;14.0
KYLIAN;GARCON;2001;14.0
MATTHIEU;GARCON;2001;14.0
RAPHAËL;GARCON;2001;11.0
RÉMI;GARCON;2001;9.0
DIMITRI;GARCON;2001;7.0
ALICE;FILLE;2019;58.0
JADE;FILLE;2019;46.0
INÈS;FILLE;2019;45.0
MIA;FILLE;2019;32.0
ALIX;FILLE;2019;28.0
LÉONIE;FILLE;2019;28.0
LOU;FILLE;2019;27.0
JULIA;FILLE;2019;24.0
VALENTINE;FILLE;2019;20.0
NORA;FILLE;2019;19.0
MANON;FILLE;2019;14.0
ALBANE;FILLE;2019;12.0
FATOUMATA;FILLE;2019;11.0
CÉLESTINE;FILLE;2019;9.0
MAËLLE;FILLE;2019;9.0
ANDRÉA;FILLE;2019;8.0
CALIE;FILLE;2019;8.0
JUSTINE;FILLE;2019;7.0
MARIA;FILLE;2019;7.0
AMALIA;FILLE;2019;6.0
BRUNE;FILLE;2019;6.0
KHADIJA;FILLE;2019;6.0
MADDY;FILLE;2019;6.0
RAPHAËL;GARCON;2019;48.0
LOUIS;GARCON;2019;45.0
MARCEAU;GARCON;2019;35.0
GASPARD;GARCON;2019;32.0
ROBIN;GARCON;2019;32.0
MARTIN;GARCON;2019;30.0
LUCIEN;GARCON;2019;16.0
OSCAR;GARCON;2019;15.0
ENZO;GARCON;2019;14.0
ESTEBAN;GARCON;2019;13.0
NAËL;GARCON;2019;13.0
OWEN;GARCON;2019;12.0
MATTÉO;GARCON;2019;10.0
CORENTIN;GARCON;2019;9.0
AUGUSTE;GARCON;2019;8.0
ELIAS;GARCON;2019;8.0
ERNEST;GARCON;2019;8.0
ALBIN;GARCON;2019;7.0
LOAN;GARCON;2019;7.0
LOÏS;GARCON;2019;7.0
LOU;GARCON;2019;7.0
ÉDEN;GARCON;2019;6.0
YANN;GARCON;2019;6.0
ANNA;FILLE;2018;32.0
NORA;FILLE;2018;19.0
ROXANE;FILLE;2018;16.0
IRIS;FILLE;2018;15.0
CLARA;FILLE;2018;13.0
ALICIA;FILLE;2018;12.0
MAYA;FILLE;2018;12.0
LOUISA;FILLE;2018;11.0
MATHILDE;FILLE;2018;11.0
LÉANA;FILLE;2018;9.0
LILY;FILLE;2018;9.0
NAOMI;FILLE;2018;9.0
EMY;FILLE;2018;7.0
ALIÉNOR;FILLE;2018;6.0
CALIE;FILLE;2018;6.0
MAËVA;FILLE;2018;6.0
PAULINE;FILLE;2018;6.0
GABIN;GARCON;2018;41.0
ADAM;GARCON;2018;31.0
NOAH;GARCON;2018;26.0
MOHAMED;GARCON;2018;25.0
MARCEAU;GARCON;2018;24.0
CÔME;GARCON;2018;22.0
EDEN;GARCON;2018;22.0
CAMILLE;GARCON;2018;17.0
OWEN;GARCON;2018;14.0
ARMAND;GARCON;2018;13.0
ARMEL;GARCON;2018;13.0
MATHÉO;GARCON;2018;13.0
ACHILLE;GARCON;2018;12.0
DIEGO;GARCON;2018;11.0
FÉLIX;GARCON;2018;11.0
MAXIME;GARCON;2018;11.0
ALIX;GARCON;2018;9.0
LOÏS;GARCON;2018;9.0
GASTON;GARCON;2018;8.0
VADIM;GARCON;2018;8.0
EWENN;GARCON;2018;7.0
JEAN;GARCON;2018;7.0
SOLAL;GARCON;2018;7.0
GUSTAVE;GARCON;2018;6.0
THÉODORE;GARCON;2018;6.0
LÉA;FILLE;2017;39.0
CHLOÉ;FILLE;2017;34.0
JULIETTE;FILLE;2017;32.0
NINA;FILLE;2017;18.0
ANOUK;FILLE;2017;17.0
MARGOT;FILLE;2017;16.0
ALICIA;FILLE;2017;14.0
CONSTANCE;FILLE;2017;14.0
HÉLOÏSE;FILLE;2017;13.0
LUNA;FILLE;2017;10.0
MYA;FILLE;2017;10.0
CANDICE;FILLE;2017;9.0
MYLA;FILLE;2017;9.0
ARIA;FILLE;2017;7.0
CLÉMENTINE;FILLE;2017;7.0
LOUANE;FILLE;2017;7.0
NAOMI;FILLE;2017;7.0
GABIN;GARCON;2017;35.0
EWEN;GARCON;2017;32.0
MARIUS;GARCON;2017;32.0
VALENTIN;GARCON;2017;32.0
THÉO;GARCON;2017;28.0
MAXENCE;GARCON;2017;27.0
NINO;GARCON;2017;23.0
ROBIN;GARCON;2017;23.0
AXEL;GARCON;2017;22.0
NAËL;GARCON;2017;22.0
ALEXANDRE;GARCON;2017;14.0
JOSEPH;GARCON;2017;14.0
NOAM;GARCON;2017;13.0
PABLO;GARCON;2017;11.0
ESTEBAN;GARCON;2017;9.0
ANATOLE;GARCON;2017;8.0
HECTOR;GARCON;2017;8.0
SANDRO;GARCON;2017;8.0
ARMAND;GARCON;2017;7.0
BENJAMIN;GARCON;2017;7.0
ISSA;GARCON;2017;7.0
ACHILLE;GARCON;2017;6.0
LUBIN;GARCON;2017;6.0
SWANN;GARCON;2017;6.0
JULIETTE;FILLE;2016;43.0
MANON;FILLE;2016;40.0
ADÈLE;FILLE;2016;27.0
CAPUCINE;FILLE;2016;20.0
NINA;FILLE;2016;19.0
MATHILDE;FILLE;2016;16.0
ROMY;FILLE;2016;15.0
APOLLINE;FILLE;2016;14.0
CÉLIA;FILLE;2016;13.0
MAÏWENN;FILLE;2016;13.0
PAULINE;FILLE;2016;13.0
THAÏS;FILLE;2016;13.0
MAËLYS;FILLE;2016;12.0
YASMINE;FILLE;2016;12.0
ZÉLIE;FILLE;2016;12.0
VALENTINE;FILLE;2016;11.0
SUZANNE;FILLE;2016;10.0
NOUR;FILLE;2016;9.0
BRUNE;FILLE;2016;8.0
FATOUMATA;FILLE;2016;7.0
LILWENN;FILLE;2016;6.0
NORA;FILLE;2016;6.0
GABIN;GARCON;2016;43.0
SACHA;GARCON;2016;43.0
NATHAN;GARCON;2016;31.0
NOÉ;GARCON;2016;26.0
NOLAN;GARCON;2016;26.0
TITOUAN;GARCON;2016;19.0
EWEN;GARCON;2016;18.0
ANATOLE;GARCON;2016;16.0
ISAAC;GARCON;2016;15.0
BASTIEN;GARCON;2016;10.0
KENZO;GARCON;2016;9.0
NOA;GARCON;2016;9.0
LYAM;GARCON;2016;8.0
MATHIAS;GARCON;2016;8.0
EMILE;GARCON;2016;7.0
JULIAN;GARCON;2016;7.0
ADRIEN;GARCON;2016;6.0
ANAS;GARCON;2016;6.0
SOHAN;GARCON;2016;6.0
ALICE;FILLE;2015;50.0
INÈS;FILLE;2015;43.0
JEANNE;FILLE;2015;42.0
ANNA;FILLE;2015;27.0
CAPUCINE;FILLE;2015;24.0
SARAH;FILLE;2015;20.0
THAÏS;FILLE;2015;17.0
ANAËLLE;FILLE;2015;15.0
JOSÉPHINE;FILLE;2015;13.0
MÉLINE;FILLE;2015;13.0
VICTOIRE;FILLE;2015;13.0
LOUISON;FILLE;2015;11.0
CASTILLE;FILLE;2015;8.0
MAÏSSA;FILLE;2015;8.0
NORAH;FILLE;2015;8.0
CHARLIE;FILLE;2015;7.0
ALYSSA;FILLE;2015;6.0
EVE;FILLE;2015;6.0
LIVIA;FILLE;2015;6.0
MARYAM;FILLE;2015;6.0
ARTHUR;GARCON;2015;50.0
ADAM;GARCON;2015;40.0
MARIUS;GARCON;2015;32.0
ENZO;GARCON;2015;21.0
BASILE;GARCON;2015;18.0
NOLAN;GARCON;2015;18.0
LUCIEN;GARCON;2015;16.0
NINO;GARCON;2015;15.0
ANAS;GARCON;2015;6.0
THÉODORE;GARCON;2015;6.0
LYA;FILLE;2014;15.0
CHARLIE;FILLE;2014;14.0
MATHILDE;FILLE;2014;11.0
NORAH;FILLE;2014;11.0
AYA;FILLE;2014;9.0
BLANCHE;FILLE;2014;7.0
ALYSSA;FILLE;2014;6.0
AMÉLIA;FILLE;2014;6.0
ANGÈLE;FILLE;2014;6.0
CLÉA;FILLE;2014;6.0
ELÉA;FILLE;2014;6.0
ISAURE;FILLE;2014;6.0
NAOMI;FILLE;2014;6.0
ARTHUR;GARCON;2014;55.0
JULES;GARCON;2014;53.0
ETHAN;GARCON;2014;40.0
MATHIS;GARCON;2014;36.0
MALO;GARCON;2014;32.0
MATHÉO;GARCON;2014;19.0
MOHAMED;GARCON;2014;19.0
EWEN;GARCON;2014;18.0
SOAN;GARCON;2014;17.0
NOA;GARCON;2014;13.0
BASTIEN;GARCON;2014;12.0
TIMOTHÉE;GARCON;2014;12.0
CÔME;GARCON;2014;10.0
TINO;GARCON;2014;8.0
SASHA;GARCON;2014;7.0
MORGAN;GARCON;2014;6.0
PAOLO;GARCON;2014;6.0
SOHAN;GARCON;2014;6.0
CHLOÉ;FILLE;2013;48.0
ROSE;FILLE;2013;36.0
LOUANE;FILLE;2013;18.0
SARA;FILLE;2013;15.0
ANOUK;FILLE;2013;14.0
LUNA;FILLE;2013;14.0
ROMY;FILLE;2013;14.0
SALOMÉ;FILLE;2013;14.0
CLARISSE;FILLE;2013;10.0
JULIE;FILLE;2013;10.0
DIANE;FILLE;2013;9.0
JOSÉPHINE;FILLE;2013;9.0
BÉRÉNICE;FILLE;2013;8.0
MÉLINE;FILLE;2013;8.0
VIOLETTE;FILLE;2013;8.0
LILY-ROSE;FILLE;2013;6.0
GABRIEL;GARCON;2013;59.0
HUGO;GARCON;2013;59.0
ARTHUR;GARCON;2013;52.0
VICTOR;GARCON;2013;36.0
BAPTISTE;GARCON;2013;27.0
PIERRE;GARCON;2013;18.0
TITOUAN;GARCON;2013;16.0
FÉLIX;GARCON;2013;13.0
RUBEN;GARCON;2013;11.0
NATHANAËL;GARCON;2013;9.0
LILIAN;GARCON;2013;6.0
MORGAN;GARCON;2013;6.0
SOFIANE;GARCON;2013;6.0
LOUISE;FILLE;2012;70.0
PAULINE;FILLE;2012;26.0
LUCIE;FILLE;2012;23.0
ROSE;FILLE;2012;23.0
ENORA;FILLE;2012;20.0
NOÉMIE;FILLE;2012;12.0
ENOLA;FILLE;2012;10.0
LISON;FILLE;2012;10.0
DAPHNÉ;FILLE;2012;8.0
JULIE;FILLE;2012;8.0
JUSTINE;FILLE;2012;8.0
LYLOU;FILLE;2012;8.0
ANOUK;FILLE;2012;7.0
CÉLESTE;FILLE;2012;6.0
FLEUR;FILLE;2012;6.0
GABRIEL;GARCON;2012;42.0
TOM;GARCON;2012;40.0
VICTOR;GARCON;2012;37.0
ADAM;GARCON;2012;31.0
MARIUS;GARCON;2012;28.0
ANTOINE;GARCON;2012;25.0
GASPARD;GARCON;2012;20.0
TRISTAN;GARCON;2012;14.0
LUCIEN;GARCON;2012;13.0
MARIN;GARCON;2012;13.0
SOAN;GARCON;2012;13.0
LENNY;GARCON;2012;12.0
PACÔME;GARCON;2012;11.0
PABLO;GARCON;2012;10.0
BENJAMIN;GARCON;2012;9.0
SWANN;GARCON;2012;8.0
LINO;GARCON;2012;7.0
ALEX;GARCON;2012;6.0
AYOUB;GARCON;2012;6.0
MAMADOU;GARCON;2012;6.0
MILAN;GARCON;2012;6.0
INÈS;FILLE;2011;48.0
ROSE;FILLE;2011;40.0
JULIETTE;FILLE;2011;39.0
LILOU;FILLE;2011;29.0
LÉONIE;FILLE;2011;26.0
ANAÏS;FILLE;2011;23.0
SALOMÉ;FILLE;2011;18.0
CAPUCINE;FILLE;2011;16.0
ZÉLIE;FILLE;2011;13.0
YASMINE;FILLE;2011;11.0
JUSTINE;FILLE;2011;10.0
LISE;FILLE;2011;10.0
ANAÉ;FILLE;2011;9.0
CANDICE;FILLE;2011;8.0
EMILIE;FILLE;2011;7.0
IRIS;FILLE;2011;7.0
SELMA;FILLE;2011;7.0
ELINA;FILLE;2011;6.0
LEYLA;FILLE;2011;6.0
MADELEINE;FILLE;2011;6.0
MAËLIE;FILLE;2011;6.0
GABIN;GARCON;2011;30.0
ADAM;GARCON;2011;28.0
MAËL;GARCON;2011;26.0
ELIOTT;GARCON;2011;23.0
BAPTISTE;GARCON;2011;20.0
ROBIN;GARCON;2011;19.0
EWEN;GARCON;2011;17.0
RAYAN;GARCON;2011;16.0
ISAAC;GARCON;2011;15.0
LORENZO;GARCON;2011;14.0
ILAN;GARCON;2011;12.0
MILO;GARCON;2011;10.0
AYOUB;GARCON;2011;8.0
MATÉO;GARCON;2011;8.0
DYLAN;GARCON;2011;7.0
ELIAS;GARCON;2011;6.0
NICOLAS;GARCON;2011;6.0
YASSINE;GARCON;2011;6.0
LOLA;FILLE;2010;47.0
LÉA;FILLE;2010;41.0
CHLOÉ;FILLE;2010;40.0
LÉONIE;FILLE;2010;33.0
LILOU;FILLE;2010;32.0
JULIA;FILLE;2010;18.0
LISA;FILLE;2010;18.0
THAÏS;FILLE;2010;16.0
CLÉMENTINE;FILLE;2010;12.0
LISE;FILLE;2010;11.0
NINON;FILLE;2010;9.0
SOLINE;FILLE;2010;8.0
ÉLÉA;FILLE;2010;7.0
INES;FILLE;2010;7.0
VICTOIRE;FILLE;2010;7.0
HANNA;FILLE;2010;6.0
MARYAM;FILLE;2010;6.0
VIOLETTE;FILLE;2010;6.0
ENZO;GARCON;2010;58.0
LOUIS;GARCON;2010;50.0
TOM;GARCON;2010;45.0
ROBIN;GARCON;2010;20.0
MARIUS;GARCON;2010;18.0
MATHIEU;GARCON;2010;15.0
LÉON;GARCON;2010;14.0
FÉLIX;GARCON;2010;12.0
ISAAC;GARCON;2010;10.0
NILS;GARCON;2010;9.0
ULYSSE;GARCON;2010;8.0
ELIOT;GARCON;2010;7.0
RAYAN;GARCON;2010;7.0
MATHIAS;GARCON;2010;6.0
INÈS;FILLE;2009;49.0
ANAÏS;FILLE;2009;37.0
ROSE;FILLE;2009;29.0
ANNA;FILLE;2009;26.0
JEANNE;FILLE;2009;24.0
LOUNA;FILLE;2009;24.0
ELISE;FILLE;2009;16.0
NINON;FILLE;2009;14.0
MARIE;FILLE;2009;12.0
ENORA;FILLE;2009;11.0
CONSTANCE;FILLE;2009;10.0
INAYA;FILLE;2009;9.0
LÉANE;FILLE;2009;9.0
MARILOU;FILLE;2009;8.0
LISON;FILLE;2009;7.0
RAPHAËL;GARCON;2009;49.0
PAUL;GARCON;2009;45.0
CLÉMENT;GARCON;2009;43.0
LÉO;GARCON;2009;41.0
MATHIS;GARCON;2009;41.0
GABIN;GARCON;2009;32.0
ALEXIS;GARCON;2009;30.0
EWEN;GARCON;2009;28.0
EVAN;GARCON;2009;27.0
ILAN;GARCON;2009;25.0
QUENTIN;GARCON;2009;21.0
CHARLIE;GARCON;2009;16.0
NOA;GARCON;2009;14.0
NOLHAN;GARCON;2009;12.0
SOAN;GARCON;2009;11.0
CÔME;GARCON;2009;10.0
ELOUAN;GARCON;2009;9.0
MATTÉO;GARCON;2009;9.0
EMILE;GARCON;2009;7.0
ELIAS;GARCON;2009;6.0
LÉOPOLD;GARCON;2009;6.0
LORENZO;GARCON;2009;6.0
SASHA;GARCON;2009;6.0
EMMA;FILLE;2008;58.0
JADE;FILLE;2008;53.0
INÈS;FILLE;2008;42.0
CLARA;FILLE;2008;38.0
LÉA;FILLE;2008;38.0
ALICE;FILLE;2008;25.0
FAUSTINE;FILLE;2008;20.0
LISE;FILLE;2008;18.0
AMBRE;FILLE;2008;17.0
LÉNA;FILLE;2008;17.0
MILA;FILLE;2008;11.0
THAÏS;FILLE;2008;10.0
CONSTANCE;FILLE;2008;9.0
TESSA;FILLE;2008;9.0
ALBANE;FILLE;2008;8.0
ARIANE;FILLE;2008;6.0
LILA;FILLE;2008;6.0
PÉNÉLOPE;FILLE;2008;6.0
JULES;GARCON;2008;65.0
GABRIEL;GARCON;2008;38.0
HUGO;GARCON;2008;38.0
AXEL;GARCON;2008;28.0
MAXENCE;GARCON;2008;27.0
BAPTISTE;GARCON;2008;24.0
ILAN;GARCON;2008;21.0
BASTIEN;GARCON;2008;20.0
EVAN;GARCON;2008;20.0
GASPARD;GARCON;2008;17.0
MATHIEU;GARCON;2008;16.0
LORENZO;GARCON;2008;15.0
ERWAN;GARCON;2008;11.0
ISAAC;GARCON;2008;11.0
KILLIAN;GARCON;2008;10.0
ABEL;GARCON;2008;9.0
EWAN;GARCON;2008;8.0
NATHAËL;GARCON;2008;8.0
MARIN;GARCON;2008;7.0
ACHILLE;GARCON;2008;6.0
AUBIN;GARCON;2008;6.0
LOLA;FILLE;2007;41.0
CLÉMENCE;FILLE;2007;32.0
EVA;FILLE;2007;32.0
LÉNA;FILLE;2007;20.0
OCÉANE;FILLE;2007;20.0
LILY;FILLE;2007;18.0
AGATHE;FILLE;2007;16.0
AMBRE;FILLE;2007;13.0
THAÏS;FILLE;2007;13.0
ELISE;FILLE;2007;12.0
LAURINE;FILLE;2007;10.0
CLÉA;FILLE;2007;8.0
COLINE;FILLE;2007;8.0
MAÏWENN;FILLE;2007;8.0
MONA;FILLE;2007;8.0
FLORE;FILLE;2007;7.0
GARANCE;FILLE;2007;6.0
LUNA;FILLE;2007;6.0
SHANA;FILLE;2007;6.0
ARTHUR;GARCON;2007;61.0
CLÉMENT;GARCON;2007;46.0
EVAN;GARCON;2007;30.0
ELOUAN;GARCON;2007;19.0
NICOLAS;GARCON;2007;15.0
MATTÉO;GARCON;2007;12.0
THIBAULT;GARCON;2007;12.0
NINO;GARCON;2007;11.0
CAMILLE;GARCON;2007;10.0
NOLANN;GARCON;2007;9.0
AMAURY;GARCON;2007;7.0
GUILLAUME;GARCON;2007;7.0
LUCIEN;GARCON;2007;7.0
NOHAM;GARCON;2007;6.0
YOUNES;GARCON;2007;6.0
LÉA;FILLE;2006;43.0
CHLOÉ;FILLE;2006;40.0
JULIETTE;FILLE;2006;39.0
SARAH;FILLE;2006;38.0
AMBRE;FILLE;2006;27.0
LISA;FILLE;2006;27.0
LOU;FILLE;2006;16.0
LUCILE;FILLE;2006;11.0
BLANCHE;FILLE;2006;10.0
LISE;FILLE;2006;10.0
GARANCE;FILLE;2006;9.0
ALICIA;FILLE;2006;8.0
CANDICE;FILLE;2006;7.0
MAÏLYS;FILLE;2006;7.0
THAÏS;FILLE;2006;7.0
LEELOU;FILLE;2006;6.0
VICTORIA;FILLE;2006;6.0
LUCAS;GARCON;2006;65.0
NATHAN;GARCON;2006;54.0
VICTOR;GARCON;2006;34.0
MALO;GARCON;2006;30.0
NOLAN;GARCON;2006;26.0
EWEN;GARCON;2006;17.0
NOA;GARCON;2006;17.0
JULIEN;GARCON;2006;16.0
MATHIEU;GARCON;2006;13.0
ADAM;GARCON;2006;12.0
ERWAN;GARCON;2006;12.0
MATHIAS;GARCON;2006;9.0
KENZO;GARCON;2006;8.0
NINO;GARCON;2006;8.0
AMINE;GARCON;2006;7.0
KYLLIAN;GARCON;2006;7.0
ALBAN;GARCON;2006;6.0
ARSÈNE;GARCON;2006;6.0
MERLIN;GARCON;2006;6.0
INÈS;FILLE;2005;42.0
LÉNA;FILLE;2005;28.0
ZOÉ;FILLE;2005;26.0
PAULINE;FILLE;2005;21.0
MAËLYS;FILLE;2005;20.0
NINA;FILLE;2005;20.0
ILONA;FILLE;2005;17.0
ELOÏSE;FILLE;2005;10.0
AURORE;FILLE;2005;9.0
MAÏLYS;FILLE;2005;9.0
EMELINE;FILLE;2005;8.0
JOSÉPHINE;FILLE;2005;8.0
ALIX;FILLE;2005;7.0
LALIE;FILLE;2005;6.0
LILI;FILLE;2005;6.0
LOUANE;FILLE;2005;6.0
SOPHIE;FILLE;2005;6.0
PAUL;GARCON;2005;49.0
LUCAS;GARCON;2005;43.0
LOUIS;GARCON;2005;39.0
ALEXIS;GARCON;2005;34.0
MAËL;GARCON;2005;28.0
TITOUAN;GARCON;2005;28.0
VALENTIN;GARCON;2005;25.0
NOÉ;GARCON;2005;21.0
QUENTIN;GARCON;2005;21.0
ADRIEN;GARCON;2005;19.0
EWEN;GARCON;2005;19.0
EWAN;GARCON;2005;9.0
ERWANN;GARCON;2005;8.0
BILAL;GARCON;2005;7.0
LOUISON;GARCON;2005;7.0
AMINE;GARCON;2005;6.0
EMMA;FILLE;2004;40.0
JULIE;FILLE;2004;23.0
MATHILDE;FILLE;2004;22.0
ROMANE;FILLE;2004;21.0
EVA;FILLE;2004;20.0
CHARLOTTE;FILLE;2004;17.0
JUSTINE;FILLE;2004;16.0
NOÉMIE;FILLE;2004;16.0
CARLA;FILLE;2004;14.0
LUNA;FILLE;2004;14.0
MAËVA;FILLE;2004;14.0
MARGOT;FILLE;2004;12.0
MÉLISSA;FILLE;2004;9.0
NINA;FILLE;2004;9.0
MAÏWENN;FILLE;2004;8.0
FANNY;FILLE;2004;7.0
CLÉMENT;GARCON;2004;29.0
LÉO;GARCON;2004;29.0
BASTIEN;GARCON;2004;16.0
FLORIAN;GARCON;2004;16.0
OSCAR;GARCON;2004;10.0
DAVID;GARCON;2004;9.0
ELIOTT;GARCON;2004;8.0
MATTHIEU;GARCON;2004;8.0
KILIAN;GARCON;2004;7.0
ROBIN;GARCON;2004;7.0
RYAN;GARCON;2004;6.0
CAMILLE;FILLE;2003;37.0
LISA;FILLE;2003;20.0
MAËVA;FILLE;2003;13.0
AMÉLIE;FILLE;2003;11.0
AGATHE;FILLE;2003;10.0
AXELLE;FILLE;2003;9.0
FIONA;FILLE;2003;7.0
NOLWENN;FILLE;2003;7.0
LÉO;GARCON;2003;27.0
MARTIN;GARCON;2003;22.0
KYLIAN;GARCON;2003;14.0
EWEN;GARCON;2003;8.0
GIOVANNI;GARCON;2003;8.0
YANN;GARCON;2003;8.0
GAËTAN;GARCON;2003;7.0
JASON;GARCON;2003;6.0
ALICE;FILLE;2002;22.0
MÉLISSA;FILLE;2002;18.0
CLÉMENTINE;FILLE;2002;15.0
COLINE;FILLE;2002;10.0
LINA;FILLE;2002;10.0
LUNA;FILLE;2002;9.0
ALYSSA;FILLE;2002;8.0
EMELINE;FILLE;2002;8.0
LISE;FILLE;2002;8.0
ALEXANDRA;FILLE;2002;7.0
JESSICA;FILLE;2002;6.0
LOU-ANNE;FILLE;2002;6.0
SOPHIE;FILLE;2002;6.0
MAXIME;GARCON;2002;38.0
BAPTISTE;GARCON;2002;32.0
AXEL;GARCON;2002;31.0
ARTHUR;GARCON;2002;26.0
JULES;GARCON;2002;18.0
ANTONIN;GARCON;2002;12.0
DORIAN;GARCON;2002;12.0
ALEX;GARCON;2002;10.0
NOAH;GARCON;2002;9.0
GWENDAL;GARCON;2002;7.0
NOLAN;GARCON;2002;7.0
AUGUSTIN;GARCON;2002;6.0
ERWANN;GARCON;2002;6.0
KÉVIN;GARCON;2002;6.0
NELSON;GARCON;2002;6.0
MANON;FILLE;2001;73.0
LOUISE;FILLE;2001;35.0
JULIE;FILLE;2001;33.0
LUCIE;FILLE;2001;32.0
MORGANE;FILLE;2001;23.0
ALICIA;FILLE;2001;16.0
EMELINE;FILLE;2001;15.0
AXELLE;FILLE;2001;14.0
ELOÏSE;FILLE;2001;14.0
MÉLANIE;FILLE;2001;14.0
COLINE;FILLE;2001;13.0
NOLWENN;FILLE;2001;13.0
ELISA;FILLE;2001;11.0
ELSA;FILLE;2001;10.0
MAUD;FILLE;2001;9.0
ANISSA;FILLE;2001;8.0
LILOU;FILLE;2001;8.0
ORIANE;FILLE;2001;8.0
CÉLIA;FILLE;2001;6.0
LOUNA;FILLE;2001;6.0
SARA;FILLE;2001;6.0
PIERRE;GARCON;2001;54.0
AXEL;GARCON;2001;25.0
DAMIEN;GARCON;2001;20.0
MAXENCE;GARCON;2001;17.0
THIBAULT;GARCON;2001;12.0
ALBAN;GARCON;2001;11.0
MELVIN;GARCON;2001;9.0
TIMOTHÉ;GARCON;2001;9.0
ALLAN;GARCON;2001;8.0
EMILIEN;GARCON;2001;8.0
ADAM;GARCON;2001;7.0
ZOÉ;FILLE;2019;31.0
CHARLOTTE;FILLE;2019;26.0
CAMILLE;FILLE;2019;25.0
SARAH;FILLE;2019;17.0
CONSTANCE;FILLE;2019;16.0
SOLINE;FILLE;2019;15.0
INAYA;FILLE;2019;13.0
THÉA;FILLE;2019;12.0
JANA;FILLE;2019;10.0
LÉANA;FILLE;2019;9.0
NINON;FILLE;2019;9.0
VICTORIA;FILLE;2019;9.0
ELLIE;FILLE;2019;8.0
AMINATA;FILLE;2019;6.0
ENORA;FILLE;2019;6.0
LARA;FILLE;2019;6.0
NOLA;FILLE;2019;6.0
PAUL;GARCON;2019;46.0
ELIOTT;GARCON;2019;38.0
